doc_id,entity,type,score
2029,##ri,I-PER,0.7006863
2029,##be,I-PER,0.8975759
2029,z,I-PER,0.798047
2029,##ela,I-PER,0.45586088
2030,##ela,I-PER,0.55252826
2030,##ya,I-PER,0.62155044
2040,##ctic,I-LOC,0.68887794
2040,##rica,I-LOC,0.88026124
2044,##han,I-PER,0.63700676
2045,art,I-ORG,0.5887973
2048,##igh,I-MISC,0.9613714
2048,##urs,I-MISC,0.7734585
2049,##zi,I-MISC,0.9887349
2049,##lian,I-MISC,0.99672854
2049,##zi,I-MISC,0.9929224
2049,##lian,I-MISC,0.9965951
2049,##zi,I-MISC,0.98337203
2049,##lian,I-MISC,0.9796694
2049,##zi,I-MISC,0.97552264
2049,##lian,I-MISC,0.9969591
2062,am,I-MISC,0.6860426
2062,##eric,I-MISC,0.9822082
2062,##an,I-MISC,0.98350453
2062,##eric,I-LOC,0.50799656
2062,##ndon,I-LOC,0.89659584
2085,##oan,I-ORG,0.8162023
2085,##com,I-ORG,0.67641574
2085,##rica,I-MISC,0.67825407
2088,c,I-PER,0.8928614
2088,##lint,I-PER,0.8073075
2088,per,I-MISC,0.37834266
2088,##sian,I-MISC,0.8317967
2088,j,I-LOC,0.5499418
2088,##apa,I-LOC,0.5854034
2088,chin,I-MISC,0.977714
2088,##ese,I-MISC,0.99269146
2089,##igh,I-MISC,0.80091625
2104,##ip,I-PER,0.38078305
2116,don,I-ORG,0.6721823
2118,c,I-PER,0.4852919
2118,##lint,I-PER,0.49447632
2120,##ku,I-PER,0.43747073
2121,art,I-ORG,0.67194754
2121,##uro,I-ORG,0.7019489
2121,v,I-ORG,0.8281895
2121,##ale,I-ORG,0.8650875
2121,##nz,I-ORG,0.42042154
2121,##uel,I-ORG,0.60046744
2143,bra,I-MISC,0.98079807
2143,##zi,I-MISC,0.9936207
2143,##lian,I-MISC,0.99693596
2144,g,I-MISC,0.9258286
2144,##ree,I-MISC,0.8053081
2144,##k,I-MISC,0.9569074
2144,##rf,I-LOC,0.56560344
2144,##u,I-LOC,0.72557384
2155,a,I-LOC,0.70770025
2155,##riz,I-LOC,0.8426932
2155,##ona,I-LOC,0.8972952
2161,##ute,I-PER,0.55028814
2163,east,I-LOC,0.9932768
2167,##ala,I-LOC,0.7228077
2167,##u,I-LOC,0.51783395
2168,##tein,I-PER,0.6270437
2171,##rov,I-LOC,0.7707895
2171,##nik,I-LOC,0.99447846
2172,chin,I-MISC,0.9774548
2172,##ese,I-MISC,0.9902019
2174,o,I-PER,0.95198566
2174,##ba,I-PER,0.6922158
2176,ma,I-MISC,0.95208395
2176,##uri,I-MISC,0.98416233
2176,##tania,I-MISC,0.9773926
2176,##n,I-MISC,0.99357694
2176,da,I-MISC,0.50961167
2176,##kar,I-LOC,0.8640748
2186,##f,I-LOC,0.89521474
2186,##ghan,I-LOC,0.99506503
2186,##istan,I-LOC,0.9989772
2190,##xi,I-MISC,0.8836783
2190,bra,I-MISC,0.8975189
2190,##zi,I-MISC,0.9811272
2190,##lian,I-MISC,0.99513775
2206,##brook,I-PER,0.637417
2206,##ndon,I-LOC,0.9350558
2217,euro,I-LOC,0.53685623
2218,sa,I-PER,0.762393
2236,##tein,I-PER,0.48095548
2241,fl,I-ORG,0.6111573
2252,am,I-MISC,0.66842645
2252,##eric,I-MISC,0.83723104
2252,##aki,I-LOC,0.43544954
2252,##stan,I-LOC,0.9142943
2258,me,I-PER,0.99441355
2258,##l,I-PER,0.9014347
2258,z,I-PER,0.9554031
2258,##ela,I-PER,0.6720904
2258,##ya,I-PER,0.9126082
2258,##eric,I-MISC,0.9657556
2258,##an,I-MISC,0.96915686
2258,inter,I-MISC,0.8904189
2258,##ame,I-MISC,0.8870023
2258,##rica,I-MISC,0.97109365
2258,##n,I-MISC,0.6928869
2266,r,I-MISC,0.44963047
2266,##uss,I-MISC,0.97792256
2266,la,I-PER,0.77896464
2267,interior,I-ORG,0.65129733
2267,##ous,I-ORG,0.46139008
2267,##ine,I-ORG,0.55465496
2267,##ja,I-ORG,0.4931801
2268,z,I-PER,0.9142684
2268,##ela,I-PER,0.59537995
2268,##ya,I-PER,0.65273196
2274,ho,I-PER,0.803424
2274,##brook,I-PER,0.8458168
2275,##rani,I-MISC,0.42674285
2275,##an,I-MISC,0.6328338
2275,interior,I-ORG,0.9007354
2275,ministry,I-ORG,0.60149735
2277,##gue,I-PER,0.6237281
2290,r,I-MISC,0.87755704
2290,##uss,I-MISC,0.98446715
2291,k,I-LOC,0.3940478
2294,z,I-PER,0.92111236
2294,##ela,I-PER,0.68019474
2294,##ya,I-PER,0.86792815
2304,##bian,I-MISC,0.93973136
2321,##f,I-LOC,0.45996135
2321,##rica,I-LOC,0.9940215
2337,i,I-MISC,0.91276836
2337,##rani,I-MISC,0.98305213
2337,##an,I-MISC,0.99061185
2337,am,I-MISC,0.6064495
2337,##eric,I-MISC,0.9876208
2337,##rab,I-MISC,0.89096063
2337,middle,I-LOC,0.54520327
2337,east,I-LOC,0.8985771
2340,jack,I-PER,0.5207655
2356,21st,I-MISC,0.8490939
2356,ha,I-LOC,0.8671665
2356,##wai,I-LOC,0.95058334
2356,##i,I-LOC,0.7416282
2363,##rica,I-LOC,0.989247
2365,c,I-PER,0.895946
2365,##lint,I-PER,0.6417896
2365,##f,I-LOC,0.53369874
2365,##rica,I-LOC,0.99342513
2376,##dia,I-LOC,0.6224858
2379,##eric,I-MISC,0.9445887
2388,##ines,I-ORG,0.6282615
2388,p,I-ORG,0.64607763
2388,##ip,I-ORG,0.56711096
2388,##pe,I-ORG,0.67078555
2402,z,I-ORG,0.59364283
2402,##ela,I-ORG,0.5112034
2422,##ha,I-PER,0.6592163
2422,##ro,I-PER,0.8671648
2422,be,I-PER,0.9928717
2422,##rm,I-PER,0.89114034
2422,##ude,I-PER,0.8973398
2422,##z,I-PER,0.95516294
2429,##ull,I-ORG,0.50096405
2429,##n,I-ORG,0.5002302
2430,##brook,I-PER,0.5074509
2433,##ike,I-PER,0.59687924
2433,##n,I-PER,0.31428263
2433,##berry,I-PER,0.57359433
2434,ka,I-LOC,0.7807178
2434,##bul,I-LOC,0.7881362
2441,j,I-ORG,0.7164468
2441,##akes,I-ORG,0.66359746
2441,##ull,I-ORG,0.86487484
2441,##iva,I-ORG,0.838965
2441,##n,I-ORG,0.9217561
2443,am,I-MISC,0.6968971
2443,##eric,I-MISC,0.9091909
2443,##an,I-MISC,0.9618862
2446,##ull,I-ORG,0.54695
2446,##iva,I-ORG,0.6549766
2452,be,I-PER,0.64847493
2452,##ude,I-PER,0.4858494
2454,##ull,I-ORG,0.63235366
2454,##n,I-ORG,0.54554594
2456,##adia,I-ORG,0.5072067
2456,##xi,I-MISC,0.91551685
2456,##can,I-MISC,0.765733
2456,##eric,I-MISC,0.5527967
2456,##eric,I-MISC,0.43664926
2462,##dia,I-LOC,0.9917693
2463,##rae,I-ORG,0.5887477
2471,##nd,I-ORG,0.42341444
2480,##dia,I-LOC,0.95051235
2480,##dia,I-ORG,0.48619297
2480,##pa,I-ORG,0.5080656
2480,##kis,I-ORG,0.5709065
2482,##ghan,I-MISC,0.65678966
2488,ho,I-PER,0.9938491
2488,##sh,I-PER,0.89168996
2488,##yar,I-PER,0.979047
2488,z,I-PER,0.97935164
2488,##eb,I-PER,0.79217994
2488,##ari,I-PER,0.8034208
2501,##hil,I-ORG,0.57217395
2501,##ip,I-ORG,0.6627692
2502,##vid,I-PER,0.6174212
2502,g,I-PER,0.9614533
2502,da,I-PER,0.79935926
2502,##vid,I-PER,0.9337558
2502,ma,I-PER,0.9941704
2502,##zia,I-PER,0.63904876
2502,##ran,I-LOC,0.46534878
2504,##yon,I-LOC,0.7866504
2504,##gy,I-LOC,0.8257183
2504,##ang,I-MISC,0.56556123
2504,k,I-ORG,0.6004867
2504,##an,I-MISC,0.9332404
2512,z,I-PER,0.81956595
2512,##eb,I-PER,0.86999846
2512,##ari,I-PER,0.9176615
2519,##uss,I-MISC,0.8969247
2519,i,I-MISC,0.38440916
2519,##f,I-LOC,0.61385477
2519,##ghan,I-LOC,0.92933315
2519,##istan,I-LOC,0.92196965
2522,##dis,I-MISC,0.37196612
2532,c,I-PER,0.7389892
2532,##lint,I-PER,0.5815202
2532,##rica,I-LOC,0.9483106
2535,##aki,I-LOC,0.5187969
2535,##stan,I-LOC,0.44539228
2536,##f,I-LOC,0.41565442
2536,##rica,I-LOC,0.9420199
2537,##brook,I-PER,0.47720027
2540,al,I-PER,0.75904
2540,##i,I-PER,0.71074265
2542,al,I-PER,0.74398124
2542,##i,I-PER,0.70009404
2546,me,I-MISC,0.95192015
2546,##xi,I-MISC,0.9889591
2546,##can,I-MISC,0.99493575
2549,r,I-ORG,0.53888226
2549,##uss,I-ORG,0.95365524
2549,##ia,I-ORG,0.8659103
2550,c,I-PER,0.46530995
2550,##rica,I-LOC,0.97715044
2559,##uss,I-ORG,0.5739161
2559,##ia,I-ORG,0.5378556
2563,##dia,I-LOC,0.44502985
2569,##ary,I-PER,0.5816943
2569,c,I-PER,0.8825349
2569,##lint,I-PER,0.7909241
2574,##lam,I-MISC,0.9655664
2574,##k,I-PER,0.5151032
2574,##mel,I-PER,0.56685233
2574,##edd,I-PER,0.87909496
2582,##nka,I-MISC,0.6448589
2587,##h,I-MISC,0.5021771
2588,##uss,I-MISC,0.52424306
2599,ho,I-PER,0.7673895
2599,##brook,I-PER,0.75571865
2599,e,I-PER,0.4315767
2599,##ike,I-PER,0.5978835
2599,##berry,I-PER,0.5480167
2606,##ian,I-MISC,0.99070543
2609,##ike,I-ORG,0.5212193
2609,##n,I-ORG,0.5464865
2610,c,I-PER,0.586617
2610,##lint,I-PER,0.48255646
2611,hill,I-PER,0.578532
2611,##ary,I-PER,0.6571182
2611,c,I-PER,0.9379363
2611,##lint,I-PER,0.83101606
2611,##on,I-PER,0.48822695
2616,##n,I-MISC,0.56230664
2618,e,I-ORG,0.84719473
2618,##ike,I-ORG,0.9592733
2618,##n,I-ORG,0.85581255
2618,##berry,I-ORG,0.9720105
2622,e,I-MISC,0.9853817
2622,##gy,I-MISC,0.47999018
2622,##pt,I-MISC,0.9402978
2622,##ian,I-MISC,0.9930628
2626,##f,I-LOC,0.87806886
2626,##ghan,I-LOC,0.9989398
2626,##istan,I-LOC,0.9996588
2626,##f,I-LOC,0.7448919
2626,##ghan,I-LOC,0.9970842
2626,##istan,I-LOC,0.9994351
2626,##iet,I-LOC,0.99901795
2626,##nam,I-LOC,0.9975649
2647,##ran,I-ORG,0.5928248
2648,##aki,I-MISC,0.7436961
2648,##stan,I-LOC,0.77590746
2658,##mu,I-PER,0.56767696
2658,##aki,I-MISC,0.84218895
2658,##stan,I-MISC,0.8957604
2658,##is,I-MISC,0.7752334
2658,##aki,I-MISC,0.73647445
2658,##stan,I-MISC,0.88273895
2658,##is,I-MISC,0.59573275
2658,##aki,I-LOC,0.9548456
2658,##stan,I-LOC,0.99689025
2661,##ike,I-PER,0.69825196
2661,##n,I-PER,0.38378313
2672,##aka,I-LOC,0.8280813
2672,##rta,I-LOC,0.9981489
2681,c,I-ORG,0.6796868
2688,##mei,I-PER,0.6915097
2692,##ve,I-ORG,0.57054985
2693,##dia,I-LOC,0.988208
2695,ch,I-LOC,0.73868114
2695,##ile,I-LOC,0.8189828
2702,##rica,I-LOC,0.8815717
2702,##eric,I-MISC,0.9006291
2702,##an,I-MISC,0.986429
2707,##i,I-ORG,0.5167179
2707,k,I-ORG,0.8486933
2707,##is,I-ORG,0.7372113
2707,##lya,I-ORG,0.61246645
2707,##uss,I-MISC,0.7410122
2710,g,I-MISC,0.7734775
2710,##erman,I-MISC,0.99653816
2715,a,I-LOC,0.662659
2715,##f,I-LOC,0.72044563
2715,##ghan,I-LOC,0.9658125
2715,##istan,I-LOC,0.9774509
2715,##bul,I-LOC,0.526621
2716,##uters,I-ORG,0.6364176
2716,g,I-ORG,0.7898566
2716,##erman,I-MISC,0.43428868
2716,##ys,I-ORG,0.686568
2716,##f,I-MISC,0.43501195
2716,##ghan,I-MISC,0.43710542
2722,##guard,I-LOC,0.6230772
2722,##ia,I-LOC,0.85042787
2722,##guard,I-LOC,0.5945047
2722,##ia,I-LOC,0.76251674
2726,##rie,I-ORG,0.5372573
2741,##ore,I-ORG,0.54154116
2750,la,I-ORG,0.5908138
2751,c,I-ORG,0.47899398
2752,##jo,I-PER,0.45350862
2753,##on,I-PER,0.61375535
2753,##ary,I-PER,0.7166799
2753,c,I-PER,0.74021995
2753,##lint,I-PER,0.7327718
2760,##ia,I-ORG,0.6128979
2760,##iam,I-ORG,0.70249915
2760,##ars,I-ORG,0.48118418
2760,##hall,I-ORG,0.5043803
2764,##oma,I-PER,0.99539244
2764,##s,I-PER,0.9969325
2764,j,I-PER,0.9877787
2764,##ef,I-PER,0.57952356
2764,##fers,I-PER,0.984869
2764,##on,I-PER,0.90395457
2769,bra,I-MISC,0.7618422
2769,##zi,I-MISC,0.9708964
2769,##lian,I-MISC,0.9876365
2778,##him,I-ORG,0.52440083
2782,##rah,I-LOC,0.6652935
2787,r,I-ORG,0.6054546
2787,##ah,I-ORG,0.6166637
2803,##chel,I-PER,0.672967
2806,i,I-LOC,0.98175836
2806,##ra,I-LOC,0.8173553
2806,##q,I-LOC,0.98346406
2806,##f,I-LOC,0.968904
2806,##ghan,I-LOC,0.9975473
2806,##istan,I-LOC,0.9994836
2812,ka,I-PER,0.57966524
2812,r,I-MISC,0.943586
2812,##uss,I-MISC,0.9907431
2812,##ian,I-MISC,0.9938351
2812,r,I-MISC,0.66157573
2812,##uss,I-MISC,0.987301
2812,##ian,I-MISC,0.992219
2826,##brook,I-PER,0.59190065
2829,##eric,I-MISC,0.42831686
2829,##eric,I-LOC,0.5873936
2839,##erry,I-ORG,0.5738891
2845,##f,I-LOC,0.3991418
2845,##rica,I-LOC,0.95327604
2845,nor,I-MISC,0.90893203
2845,##gia,I-MISC,0.67453474
2845,##f,I-LOC,0.5068678
2845,##rica,I-LOC,0.9658572
2847,co,I-MISC,0.6639479
2847,##ian,I-MISC,0.866605
2847,##ogo,I-LOC,0.7071369
2852,##f,I-LOC,0.96865773
2852,##ghan,I-LOC,0.99716187
2852,##istan,I-LOC,0.9990074
2866,wa,I-PER,0.6239959
2875,##bil,I-ORG,0.43931088
2887,##eric,I-MISC,0.80944073
2887,i,I-MISC,0.6607169
2887,##rani,I-MISC,0.90617156
2887,##uss,I-MISC,0.971055
2887,i,I-MISC,0.8375627
2887,##rani,I-MISC,0.8751605
2887,##an,I-MISC,0.75715786
2896,ka,I-PER,0.95849466
2896,##rz,I-PER,0.7783043
2896,##ai,I-PER,0.71894807
2897,middle,I-MISC,0.7453917
2897,eastern,I-MISC,0.99159956
2910,r,I-LOC,0.87133604
2910,##uss,I-LOC,0.9799438
2910,##ia,I-LOC,0.95375454
2919,sa,I-PER,0.71447814
3017,c,I-PER,0.65641016
3017,##lint,I-PER,0.47469658
3021,##ju,I-PER,0.8343167
3021,##kan,I-PER,0.5079845
3021,##roa,I-MISC,0.91590166
3021,##tian,I-MISC,0.9905053
3021,##and,I-PER,0.55709827
3021,##rok,I-PER,0.8913279
3021,##rb,I-MISC,0.68888414
3021,##ian,I-MISC,0.96446323
3021,s,I-MISC,0.6842535
3021,##wed,I-MISC,0.88046795
3021,##ish,I-MISC,0.97028726
3021,##nian,I-MISC,0.97358966
3021,##n,I-MISC,0.88730395
3024,lo,I-LOC,0.8669989
3024,##ndon,I-LOC,0.9935075
3031,##stan,I-LOC,0.55308366
3041,##ham,I-PER,0.731871
3041,c,I-PER,0.73213965
3041,##lint,I-PER,0.61274105
3044,##love,I-LOC,0.9750207
3044,##nia,I-LOC,0.89684534
3054,ka,I-LOC,0.4688975
3054,##f,I-LOC,0.5704293
3054,##ghan,I-LOC,0.9970702
3054,##istan,I-LOC,0.9994305
3054,##f,I-LOC,0.5163492
3054,##ghan,I-LOC,0.9956832
3054,##istan,I-LOC,0.999183
3056,ch,I-ORG,0.5179631
3056,##ery,I-ORG,0.6099396
3064,##m,I-PER,0.4968354
3064,ha,I-PER,0.8731053
3064,##rkin,I-PER,0.5660507
3066,##tein,I-PER,0.69063985
3070,nor,I-MISC,0.9714973
3070,##gia,I-MISC,0.6188366
3070,##ghan,I-LOC,0.99270016
3070,##istan,I-LOC,0.9991068
3073,mit,I-PER,0.8341638
3073,##chel,I-PER,0.51787597
3074,ho,I-PER,0.8909125
3074,##brook,I-PER,0.81805265
3074,e,I-PER,0.4663983
3074,##ike,I-PER,0.7199495
3074,##berry,I-PER,0.707483
3080,k,I-PER,0.8556391
3080,##erry,I-PER,0.8022644
3081,c,I-PER,0.5705693
3086,le,I-PER,0.7519731
3086,##win,I-PER,0.6055321
3089,nor,I-MISC,0.9444796
3089,##we,I-MISC,0.4461467
3089,##gia,I-MISC,0.85309315
3089,##n,I-MISC,0.88777256
3093,##ham,I-PER,0.7108038
3093,c,I-PER,0.68721944
3095,nor,I-MISC,0.796949
3095,##gia,I-MISC,0.70506996
3095,##n,I-MISC,0.7460393
3110,e,I-LOC,0.46560386
3111,##ne,I-ORG,0.59994566
3111,##nes,I-ORG,0.585362
3111,a,I-ORG,0.5588251
3111,##f,I-ORG,0.57123226
3111,##rica,I-ORG,0.67056215
3117,ho,I-PER,0.9161857
3117,##l,I-PER,0.45259923
3117,##brook,I-PER,0.785218
3128,##n,I-MISC,0.45488164
3133,mi,I-LOC,0.63483787
3133,##ami,I-LOC,0.711872
3133,##gu,I-LOC,0.94895077
3133,##ci,I-LOC,0.9622857
3133,##gal,I-LOC,0.9539529
3133,##pa,I-LOC,0.9933816
3144,a,I-PER,0.6468433
3144,##aro,I-PER,0.91611296
3144,##nov,I-PER,0.6253518
3144,ta,I-PER,0.8914879
3144,##de,I-PER,0.8775304
3144,##us,I-PER,0.9486884
3144,##z,I-PER,0.9741402
3144,s,I-PER,0.98743385
3144,##lo,I-PER,0.9584662
3144,##bo,I-PER,0.60178137
3144,##d,I-PER,0.84901726
3144,##zia,I-PER,0.91214263
3144,##ne,I-PER,0.9014562
3151,##rench,I-MISC,0.99638236
3151,euro,I-MISC,0.4622948
3151,##rench,I-MISC,0.9989838
3154,j,I-LOC,0.96184444
3154,##erus,I-LOC,0.90750426
3154,##ale,I-LOC,0.7263996
3154,##m,I-LOC,0.9357237
3154,net,I-PER,0.9828393
3154,##any,I-PER,0.9051295
3154,##ahu,I-PER,0.9380732
3154,c,I-PER,0.67741567
3154,##inian,I-MISC,0.5044946
3160,##lam,I-MISC,0.5253535
3163,##ale,I-PER,0.43333575
3179,##ack,I-PER,0.56328684
3179,o,I-PER,0.513001
3186,##f,I-LOC,0.5175679
3186,##ghan,I-LOC,0.99334514
3186,##istan,I-LOC,0.9986677
3186,##ghan,I-MISC,0.95204103
3186,##ghan,I-LOC,0.9918099
3186,##istan,I-LOC,0.97859097
3190,ka,I-LOC,0.6080746
3190,##bul,I-LOC,0.8613515
3196,##eric,I-MISC,0.47940382
3196,##ville,I-ORG,0.5795747
3196,##my,I-LOC,0.52939147
3196,##rna,I-LOC,0.9865883
3200,##ra,I-MISC,0.64177275
3200,##qi,I-MISC,0.4860436
3209,##mu,I-PER,0.5402228
3209,sin,I-LOC,0.8219334
3209,##ai,I-LOC,0.7601526
3209,##hat,I-LOC,0.7404756
3209,##on,I-PER,0.55552334
3209,##nie,I-PER,0.9116434
3214,##yi,I-PER,0.5331024
3214,c,I-PER,0.7519856
3216,me,I-ORG,0.6570773
3216,##rk,I-ORG,0.525515
3216,##el,I-ORG,0.5326783
3219,##iv,I-PER,0.86444396
3219,s,I-PER,0.8860871
3233,chin,I-MISC,0.98858136
3233,##ese,I-MISC,0.9939413
3234,s,I-LOC,0.45989794
3234,##love,I-LOC,0.94676524
3234,##nia,I-LOC,0.7468402
3239,chin,I-MISC,0.97166115
3239,##ese,I-MISC,0.861164
3244,v,I-PER,0.8690941
3244,##oi,I-PER,0.92868066
3244,##nov,I-PER,0.9125559
3252,##vid,I-PER,0.55733633
3253,l,I-PER,0.8566627
3253,##inda,I-PER,0.97918314
3253,de,I-PER,0.98160225
3253,##wan,I-PER,0.6045579
3263,##mond,I-LOC,0.5176055
3279,##io,I-ORG,0.499859
3279,##bu,I-ORG,0.4562096
3280,##lint,I-PER,0.39215955
3284,##any,I-PER,0.7377274
3284,##ahu,I-PER,0.8083464
3285,am,I-MISC,0.98713535
3285,##eric,I-MISC,0.98933744
3285,##an,I-MISC,0.9967495
3285,of,I-MISC,0.92025423
3285,dreams,I-MISC,0.71293604
3289,bang,I-LOC,0.77368253
3289,##lades,I-LOC,0.9794118
3289,##h,I-LOC,0.9964875
3293,chin,I-MISC,0.5026204
3296,##n,I-MISC,0.53461653
3301,w,I-PER,0.6282346
3301,##ils,I-PER,0.5276208
3308,na,I-LOC,0.4552257
3308,##gor,I-LOC,0.65819794
3308,##kh,I-LOC,0.8017994
3310,##alk,I-LOC,0.9987382
3310,##lands,I-LOC,0.9606472
3310,##ghan,I-LOC,0.97834784
3310,##istan,I-LOC,0.99872017
3310,##alk,I-LOC,0.9984748
3310,##lands,I-LOC,0.97538304
3310,##ghan,I-LOC,0.98012686
3310,##istan,I-LOC,0.99930036
3315,##f,I-LOC,0.92120206
3315,##ghan,I-LOC,0.99768186
3315,##istan,I-LOC,0.9993476
3316,##ken,I-ORG,0.7224663
3316,##ken,I-ORG,0.7812594
3321,per,I-ORG,0.70214576
3322,##ib,I-PER,0.44611058
3322,##rook,I-PER,0.6070822
3331,##chel,I-PER,0.4276817
3338,a,I-PER,0.66400206
3338,##rno,I-PER,0.9189824
3338,##ld,I-PER,0.9796973
3338,s,I-PER,0.910875
3338,##ch,I-PER,0.7396027
3338,##war,I-PER,0.74105126
3338,##zen,I-PER,0.738252
3345,k,I-PER,0.5160222
3363,##brook,I-PER,0.6022515
3366,##go,I-PER,0.46362802
3370,hill,I-PER,0.81892145
3370,##ary,I-PER,0.8356056
3370,c,I-PER,0.9732354
3370,##lint,I-PER,0.8881234
3370,##on,I-PER,0.65321183
3378,euro,I-MISC,0.6960086
3380,q,I-LOC,0.6484983
3380,##ata,I-LOC,0.7541961
3380,##r,I-LOC,0.59800583
3381,es,I-LOC,0.85099936
3381,##fa,I-LOC,0.9517331
3381,##han,I-LOC,0.99774265
3381,##n,I-MISC,0.88492054
3381,##zi,I-MISC,0.92103386
3381,##lian,I-MISC,0.9469976
3381,la,I-MISC,0.6321189
3381,##tin,I-MISC,0.7872422
3381,##eric,I-MISC,0.7412382
3381,##as,I-MISC,0.49509385
3381,##n,I-MISC,0.87964904
3381,##lma,I-PER,0.71890813
3381,r,I-PER,0.57451004
3381,##ous,I-PER,0.89618254
3381,##sef,I-PER,0.62636113
3381,##zi,I-MISC,0.9438855
3381,##lian,I-MISC,0.9869191
3381,##ous,I-PER,0.6312921
3381,##eric,I-MISC,0.71203727
3381,##an,I-MISC,0.6708304
3382,##xi,I-LOC,0.64302135
3383,##ike,I-PER,0.5903813
3383,##n,I-PER,0.35028857
3383,##berry,I-ORG,0.40948242
3383,##rz,I-LOC,0.33996904
3384,##na,I-PER,0.69784755
3384,hill,I-PER,0.51960784
3384,##ary,I-PER,0.7670273
3384,c,I-PER,0.87834036
3384,##lint,I-PER,0.851941
3384,##on,I-PER,0.5731934
3386,##n,I-MISC,0.41393086
3389,e,I-ORG,0.7580102
3389,##ike,I-ORG,0.9184987
3389,##n,I-ORG,0.7630976
3389,##berry,I-ORG,0.93863463
3394,##eric,I-LOC,0.69801915
3394,##eric,I-LOC,0.4235382
3398,##ne,I-ORG,0.49553525
3398,las,I-ORG,0.5270139
3398,##ych,I-ORG,0.5039249
3400,k,I-PER,0.64285874
3400,##rug,I-PER,0.5244878
3400,##man,I-PER,0.6684945
3403,chin,I-MISC,0.8505114
3403,##ese,I-MISC,0.9644011
3412,ch,I-LOC,0.7904655
3412,##ian,I-LOC,0.88645613
3412,##g,I-LOC,0.89123505
3412,ma,I-LOC,0.65819186
3412,##i,I-LOC,0.72667205
3413,##rain,I-MISC,0.54789084
3419,##roa,I-MISC,0.84128666
3419,##tian,I-MISC,0.99520123
3419,##n,I-PER,0.53770816
3419,##roa,I-MISC,0.7928945
3419,##tian,I-MISC,0.9950877
3420,z,I-LOC,0.64443177
3420,##am,I-LOC,0.9682436
3420,##bia,I-LOC,0.99903214
3420,tan,I-LOC,0.93407404
3420,##zan,I-LOC,0.99702734
3420,##ia,I-LOC,0.8116984
3420,##zan,I-LOC,0.9826288
3425,##ore,I-ORG,0.49117616
3425,g,I-MISC,0.59549785
3425,##apa,I-ORG,0.50112516
3425,##n,I-ORG,0.5215426
3426,da,I-PER,0.7078814
3426,##vid,I-PER,0.9730593
3426,hay,I-PER,0.8336627
3439,la,I-MISC,0.5560485
3439,##tin,I-MISC,0.50475603
3441,##mer,I-ORG,0.50083363
3450,##lam,I-ORG,0.6545859
3450,##rance,I-ORG,0.8269468
3450,##ile,I-ORG,0.7071986
3450,##rgent,I-LOC,0.73636264
3450,##ina,I-ORG,0.459829
3450,me,I-ORG,0.57221943
3450,##xi,I-ORG,0.4909155
3450,##co,I-ORG,0.7111255
3450,costa,I-ORG,0.73893243
3450,r,I-ORG,0.84649557
3450,##ica,I-ORG,0.7768476
3463,##rench,I-MISC,0.9988985
3466,##rench,I-MISC,0.9989242
3470,sa,I-LOC,0.57665545
3474,##rae,I-ORG,0.7630661
3474,##l,I-ORG,0.52460605
3474,is,I-MISC,0.8559254
3474,##rae,I-MISC,0.80531746
3474,##ales,I-MISC,0.36773813
3474,##tin,I-MISC,0.96283716
3474,##ian,I-MISC,0.98352444
3474,##inian,I-MISC,0.78254884
3475,f,I-MISC,0.53425926
3475,##rench,I-MISC,0.99862254
3477,f,I-MISC,0.50049794
3477,##rench,I-MISC,0.9984981
3480,net,I-PER,0.68535376
3480,##any,I-PER,0.94459796
3480,##ahu,I-PER,0.9838537
3482,##inian,I-MISC,0.63232607
3485,##oman,I-LOC,0.3765058
3485,##stra,I-LOC,0.64642125
3485,##wed,I-LOC,0.5778616
3490,##cope,I-PER,0.5345143
3490,##nh,I-PER,0.4459644
3490,##age,I-PER,0.5830381
3490,##n,I-PER,0.5788739
3499,c,I-ORG,0.5105398
3500,##nie,I-ORG,0.5846047
3502,c,I-ORG,0.5105398
3503,##apa,I-MISC,0.64836663
3503,##nese,I-MISC,0.9788234
3503,##rench,I-MISC,0.9981852
3503,si,I-ORG,0.5546589
3503,##kor,I-LOC,0.36440173
3503,##ski,I-ORG,0.7437667
3503,##adia,I-MISC,0.67638373
3503,##zi,I-MISC,0.94652456
3503,##lian,I-MISC,0.982252
3503,##oman,I-MISC,0.9794409
3503,##ian,I-MISC,0.9397396
3503,nor,I-MISC,0.9436963
3503,##n,I-MISC,0.565554
3503,##alia,I-MISC,0.7640728
3503,##n,I-MISC,0.5301525
3503,##ish,I-MISC,0.96172327
3526,##gia,I-MISC,0.6806644
3526,##n,I-MISC,0.98051023
3526,##adia,I-MISC,0.66603273
3526,##adia,I-MISC,0.54591477
3526,##f,I-LOC,0.8286226
3526,##ghan,I-LOC,0.9779022
3526,##istan,I-LOC,0.98929137
3526,##adia,I-MISC,0.47177434
3526,##oria,I-LOC,0.53168964
3543,c,I-PER,0.9070605
3543,##lint,I-PER,0.5598712
3544,c,I-PER,0.94992584
3544,##lint,I-PER,0.6544179
3544,##ack,I-PER,0.7415422
3544,o,I-PER,0.63077927
3555,##f,I-LOC,0.66101193
3555,##ghan,I-LOC,0.99259746
3555,##istan,I-LOC,0.9989311
3557,m,I-PER,0.68578243
3557,##uk,I-PER,0.5935559
3557,##jee,I-PER,0.5332025
3557,re,I-ORG,0.6075347
3557,##uters,I-ORG,0.5992747
3558,##ines,I-ORG,0.60624546
3558,p,I-ORG,0.5966017
