doc_id,argument,start,end
3160,he has no business,3691,3709
3160,he lost power,3840,3853
3160,they find fraud,4979,4994
3160,that reviews all aid,5253,5273
3161,there is lack,364,377
3161,incredibly weak preventing,1402,1428
3161,weak preventing,1413,1428
3163,it made the difference,75,97
3180,ill send,57,65
3184,trustworthy says,1841,1857
3184,who dislike an administration,2524,2553
3186,he tapped women,985,1000
3190,last check,122,132
3195,so much needs,478,491
3195,much needs,481,491
3205,you call sheet,34,48
3209,which owns shopping,1106,1125
3209,there was rhyme,1241,1256
3209,he reversed course,2621,2639
3209,he founded the partnership,2940,2966
3209,which provides fellowships,2986,3012
3219,he manages budget,1900,1917
3219,several leading,2295,2310
3219,several leading,2566,2581
3220,it defeats the purpose,52,74
3223,ill add,131,138
3241,you have the context,182,202
3244,odd given,144,153
3252,which owns the sun,954,972
3252,top slicing,1292,1303
3252,there was no gain,1827,1844
3252,which supported labour,4174,4196
3252,there were signs,4729,4745
3252,inappropriate compared,5184,5206
3252,who created the sun,6165,6184
3263,there is no reason,462,480
3263,worth reading,896,909
3263,they tell the story,1204,1223
3263,theres no need,3603,3617
3263,they like taxes,4691,4706
3263,this presents problem,6925,6946
3263,we see microcosm,7321,7337
3263,we see indications,8440,8458
3263,that made the difference,9167,9191
3263,blue think,9847,9857
3263,very little left,11379,11395
3263,little left,11384,11395
3263,theres reason,11409,11422
3263,they intuit this spending,11790,11815
3263,you run the deedsmcdonnell,12478,12504
3263,classic emerging,13963,13979
3273,he hearing range,951,967
3273,he leaves home,1462,1476
3273,worth look,1518,1528
3273,you consider preparations,3638,3663
3273,they need breakthroughs,3810,3833
3273,he hearing range,6579,6595
3273,asia hands,6882,6892
3273,main missing,8215,8227
3283,full throated,168,181
3285,he loves the game,263,280
3286,better hunker,1830,1843
3286,exceptional extended,3285,3305
3287,wi take,89,96
3289,you make return,125,140
3289,that came 14b,246,259
3289,ill give,406,414
3291,you need any assistance,59,82
3291,we had fun,83,93
3293,that triggered the crisis,1917,1942
3293,bit rich coming,2406,2421
3293,rich coming,2410,2421
3293,who oversees banking,2435,2455
3293,such perceived,2971,2985
3293,that chinas rise,3969,3985
3293,same token,4029,4039
3294,particular stand,550,566
3294,particular used,6409,6424
3294,there is no pressure,6608,6628
3301,you have time,721,734
3301,who identifies the liar,1510,1533
3301,invisible hang,2928,2942
3301,there were no differences,4405,4430
3303,we left message,36,51
3310,happy thanksgiving,540,558
3339,there is palena,9,24
3346,more definitive sourcing,21,45
3346,definitive sourcing,26,45
3348,more definitive sourcing,21,45
3348,definitive sourcing,26,45
3349,more definitive sourcing,21,45
3349,definitive sourcing,26,45
3378,it given the lack,2386,2403
3378,which authorizes state,7872,7894
3378,there is no time,8460,8476
3378,who want change,8583,8598
3382,sufficient succeeded,447,467
3389,there is no excuse,159,177
3394,anew envisioning,756,772
3394,which obamas election,783,804
3394,old grew,1655,1663
3394,precious features,3901,3918
3394,least seems,5563,5574
3394,it forwarded message,5823,5843
3403,it follows mercantilist,484,507
3403,neither holds water,2701,2720
3403,theres the claim,2727,2743
3403,theres no reason,3210,3226
3405,sure get,144,152
3412,your signed photos,380,398
3420,there are number,0,16
3420,most likely outcome,1029,1048
3420,likely outcome,1034,1048
3425,they have the lead,167,185
3425,large welcomed,1789,1803
3425,bunk see,3312,3320
3425,there are women,4358,4373
3425,there is way,4605,4617
3425,many working,4675,4687
3425,there are plenty,5228,5244
3426,most hope,571,580
3426,its supposed diplomacy,2813,2835
3426,emmy awardwinning,3880,3897
3443,sure get,66,74
3445,theres no way,144,157
3445,me confirm that point,188,209
3449,it regret the seating,57,78
3459,you requested yesterday,77,100
3467,we told the moroccans,7,28
3467,they have couple,29,45
3469,that serves the needs,333,354
3469,integrated working,428,446
3469,they represent the ssrgia,746,771
3469,local elected,1481,1494
3469,unclassified confirm,1844,1864
3469,local elected,2737,2750
3469,their continued competitiveness,3542,3573
3469,local elected,4584,4597
3469,other inhabited,4670,4685
3469,which targets governments,7473,7498
3469,key emerging,7670,7682
3469,most developing,8256,8271
3469,local elected,11530,11543
3469,there is lack,12828,12841
3469,other elected,13809,13822
3474,which ends the conflict,331,354
3478,he thinks progress,52,70
3478,least trying,381,393
3488,we recd memo,848,860
3492,that means cocktails,51,71
3494,urgent think,58,70
3521,they get progress,994,1011
3543,several wellreceived,533,553
3543,next highestrated,2421,2438
3544,several wellreceived,626,646
3544,next highestrated,2516,2533
3545,everyone involved the need,335,361
3549,we lift the hold,96,112
3551,we lift the hold,80,96
3552,we lift the hold,80,96
3554,we lift the hold,80,96
3555,it generated no issues,299,321
3557,sorry meant,0,11
3557,it sees no possibility,230,252
3565,he echoes the concerns,423,445
3565,there is the expectation,1017,1041
3572,he said flight,124,138
3573,other captured,1930,1944
3573,worse according,2616,2631
3573,sad said,2819,2827
3573,he had record,5981,5994
3573,that includes an activities,6751,6778
3573,know ill die,6910,6922
3573,ill die,6915,6922
3577,me know the disability,123,145
3577,there is lot,255,267
3581,other suggested,638,653
3581,they connect incountry,2030,2052
3588,you saw the news,190,206
3588,worth considering,921,938
3588,which won bid,1747,1760
3588,largest finds,2184,2197
3604,that hosted those terrorists,651,679
3604,urgent believe,4127,4141
3604,there is no lack,4658,4674
3604,who fought the war,5523,5541
3604,they switched sides,8102,8121
3604,they believe an effort,8378,8400
3604,there is no penalty,8535,8554
3604,there is no plan,9332,9348
3604,we consider the need,9724,9744
3604,that regains the initiative,10601,10628
3604,we need surge,11095,11108
3604,that provides propaganda,11309,11333
3612,him makes sense,227,242
3614,those attending the lunch,1550,1575
3614,he raised the issue,2548,2567
3614,he accused critics,2677,2695
3616,they have trains,233,249
3618,quick pull,40,50
3618,you think points,182,198
3621,you regarding the possibility,47,76
3624,we have reactive,271,287
3624,me sending emails,321,338
3624,whos portfolio,424,438
3629,ago brown believes,43,61
3629,brown believes,47,61
3629,brown proposes,190,204
3629,mcguinness refuses,586,604
3633,ofmdfm selected,1276,1291
3633,mcguinness resigns,1649,1667
3635,it done thanks,248,262
3652,you think statement,117,136
3652,we urge all sides,1720,1737
3655,he saw that day,178,193
3662,1we did,91,98
3663,least made,54,64
3666,they know lot,385,398
3666,they know lot,2111,2124
3682,so much think,7,20
3682,much think,10,20
3682,you get some rest,444,461
3687,sorry had,97,106
3696,it happen chinas,784,800
3696,all took the bait,1052,1069
3696,who denounced the copenhagen,1640,1668
3696,right sat,2324,2333
3696,general know,3084,3096
3696,that had environmentalists,4277,4303
3696,brown fought,6188,6200
3696,extinct demanded,6272,6288
3696,this raises the question,6458,6482
3715,direct treating,445,460
3717,they know the boys,458,476
3721,british think,32,45
3724,ill get,44,51
3728,your sending notes,61,79
3735,he says hell,253,265
3751,you received email,56,74
3774,you need assistance,98,117
3782,there are challenges,108,128
3787,future calamities,3999,4016
3787,these include the work,4459,4481
3819,he led efforts,2799,2813
3827,best wishes,13,24
3840,you have moment,819,834
3840,key directionsetting,1050,1070
3849,itself sid men,172,186
3849,that outlines the presidents,248,276
3849,that outlines the presidents,3981,4009
3849,there was lot,7450,7463
3849,it made sense,8158,8171
3849,general displayed,11010,11027
3849,we used that view,11458,11475
3849,we worked defeat,11481,11497
3849,it narrowed focus,11803,11820
3849,uncomfortable using,13315,13334
3849,he made point,13466,13479
3849,you ask soldiers,13577,13593
3863,that required hospitalization,602,631
3863,he suffered an infection,788,812
3872,we have the memo,331,347
3886,he understood the regret,36,60
3891,you revised paper,58,75
3898,she includes development,863,887
3898,theirs including the rights,1082,1109
3898,that address development,1217,1241
3898,that pushes governments,2567,2590
3924,worth am,128,136
3926,we have the video,4,21
3932,who does email,27,41
3937,you oked releasing,16,34
3937,that ensures the security,527,552
3946,there is coalition,288,306
3946,he had no choice,397,413
3946,that had an impact,790,808
3953,proud have,237,247
3956,you like the idea,281,298
3956,which outlines the results,698,724
3956,5fm leading,3634,3645
3956,which ran an editorial,4450,4472
3956,that included journalists,5987,6012
3956,special designated,6984,7002
3956,regular updates,7775,7790
3956,inaccurate portraying,8224,8245
3958,ill continue,682,694
3958,who treat the term,1909,1927
3958,there is vacuum,2612,2627
3958,second occurs,2880,2893
3958,they advocate diplomacy,4130,4153
3962,that targeted the pharmaceutical,2077,2109
3962,who switched party,3388,3406
3962,he crafted bill,3671,3686
3962,it featured the candidate,4250,4275
3962,who pushed the law,4529,4547
3962,thats an example,4803,4819
3962,first occurred,8867,8881
3962,initial costcutting,9701,9720
3962,that outlined the policies,11743,11769
3962,these included medicare,11841,11864
3962,these included drug,12570,12589
3962,that echoed pharmaceutical,15996,16022
3962,it reached fulcrum,16558,16576
3962,there are bunch,17708,17723
3964,you get chance,73,87
3968,general referencing,1434,1453
3968,earlier take,1457,1469
3968,we tested the problem,2459,2480
3968,there is no way,3792,3807
3968,whom have some disagreements,3842,3870
3968,he knew war,4418,4429
3968,there is another option,4626,4649
3970,ill tell,71,79
3973,they had number,150,165
3978,he wrote addresses,233,251
3981,he said rollermcnutt,483,503
3983,sad ending,5,15
3987,they lost the narrative,310,333
3987,they lost the perspective,367,392
3990,who surround the oval,576,597
3990,he sees itlet,2316,2329
3990,he has the management,4578,4599
3990,his giving another speech,6954,6979
3990,he handled those duties,7532,7555
3991,shaun decides,39,52
4009,who headed the presidents,599,624
4009,they lost the narrative,698,721
4009,their controlling 60seat,1868,1892
4026,we get credit,775,788
4031,that met today,29,43
4031,them raising the issue,159,181
4033,we held meeting,182,197
4040,we discussed yesterday,3,25
4051,good have,7,16
4056,you need sweetener,353,371
4057,there was movement,119,137
4057,that lost lot,242,255
4063,you want another time,60,81
4064,we have remarks,0,15
4064,you recommend calls,20,39
4064,you do the press,60,76
4068,you do treaty,104,117
4068,you call shaun,214,228
4076,who published suggestions,710,735
4076,he failed the nation,1893,1913
4076,sole surviving,4452,4466
4078,it mark tran,154,166
4078,they claimed the men,2025,2045
4078,last asked,3230,3240
4078,which confirms the findings,3709,3736
4078,there is no sign,3923,3939
4078,brown bullying,4059,4073
4079,he said the dup,2731,2746
4079,she said the talks,3548,3566
4079,we have basis,4526,4539
4092,well prepared think,344,363
4092,prepared think,349,363
4094,them release excerpts,85,106
4116,her retire lona,41,56
4119,hes problem,67,78
4121,somewhat vague invites,25,47
4121,vague invites,34,47
4124,we have haitilike,105,122
4130,which saved power,509,526
4130,she said the people,1625,1644
4132,we have reid,1950,1962
4132,several pending,2095,2110
4132,there is competition,3161,3181
4132,who gives republicans,4406,4427
4132,you know the use,4555,4571
4132,its worked biden,4598,4614
4137,we getting value,3278,3294
4137,he said inefficiency,4522,4542
4137,them buy insurance,5381,5399
4141,that brings leaders,790,809
4141,who said the debate,1039,1058
4141,he emerged this week,1740,1760
4141,they reached pact,4185,4202
4146,we see no sign,914,928
4146,they allowed the controversy,1249,1277
4146,worse advancing,2900,2915
4175,you have chance,85,100
4193,they do lot,278,289
4204,his straying wife,362,379
4204,currently westminster mp,3315,3339
4204,westminster mp,3325,3339
4204,there were calls,3413,3429
4204,these reflected the fact,3490,3514
4204,he said the issues,4567,4585
4204,that includes the talks,6263,6286
4209,you get this request,165,185
4212,them providing security,1881,1904
4212,more try,3586,3594
4212,least lifted,3785,3797
4212,many godfearing,4090,4105
4216,who wants the left,2317,2335
4216,they want the post,3070,3088
4216,there is preference,3116,3135
4216,brown believes,4111,4125
4216,there was chance,4201,4217
4216,you have the chance,4778,4797
4218,you call tv,70,81
4224,she arrived extremists,169,191
4227,drastic cut,420,431
4238,she called the email,83,103
4238,they had no idea,173,189
4241,raj usaid allocated,900,919
4241,usaid allocated,904,919
4256,you receive this message,185,209
4258,it means labour,448,463
4258,his rightwing critics,894,915
4258,who believe the partys,916,938
4258,he said some people,970,989
4258,me play things,997,1011
4258,safe try,1012,1020
4258,he said the voters,1692,1710
4258,they want change,1724,1740
4259,it means labour,452,467
4259,his rightwing critics,898,919
4259,who believe the partys,920,942
4259,he said some people,974,993
4259,me play things,1001,1015
4259,safe try,1016,1024
4259,he said the voters,1696,1714
4259,they want change,1728,1744
4259,which began polling,5754,5773
4265,it makes sense,15,29
4271,me including potential,67,89
4275,surprisingly strong standing,544,572
4275,strong standing,557,572
4280,he gets the date,113,129
4286,they want depdg,137,152
4297,that cites terrorism,4182,4202
4309,theres no one,3167,3180
4309,inflammatory remarks,3492,3512
4309,there was no way,3997,4013
4309,flat footed,4245,4256
4309,counteroffensive calling,4832,4856
4313,we did series,13,26
4313,we have requests,264,280
4321,there was question,1322,1340
4321,us giving reason,1445,1461
4321,its growing energy,2783,2801
4321,he said the administration,2945,2971
4321,there is no way,3000,3015
4321,there is no thinking,3199,3219
4329,second guessing,466,481
4329,theres disconnect,820,837
4354,he entered the race,614,633
4354,he told an associate,1586,1606
4354,many spoke,2051,2061
4354,many dating,2548,2559
4354,you take these positions,6723,6747
4354,that read liar,6990,7004
4369,we have control,135,150
4371,that announce the passing,285,310
4371,who called boehner,734,752
4371,she served leader,1100,1117
4371,who loved the house,1280,1299
4371,he lost the conference,2363,2385
4371,he assumed the chairmanship,2462,2489
4371,she counseled boehner,2541,2562
4371,that announce the passing,4336,4361
4371,who loved the house,4685,4704
4371,she told politico,4977,4994
4376,foster acting,528,541
4382,she has briefing,254,270
4388,pm ill make,39,50
4388,ill make,42,50
4390,ill have,44,52
4396,their sliding support,1136,1157
4411,artificially competitive began,461,491
4411,competitive began,474,491
4411,that manipulate the rate,1523,1547
4411,we have no reason,3319,3336
4411,whats the alternative,3953,3974
4411,much larger say,4404,4419
4411,larger say,4409,4419
4411,first look,4867,4877
4415,who won the peace,207,224
4415,lissa know,550,560
4418,she cut the lamplighter,156,179
4429,their repurposed money,711,733
4430,wurlitzer heres,540,555
4430,there are clusters,1538,1556
4430,ultimate nightmare,1813,1831
4430,his failed efforts,3419,3437
4430,he went step,3583,3595
4430,his failed policy,4769,4786
4430,he included the labor,5978,5999
4430,that set the likud,6086,6104
4430,that oversees building,6457,6479
4430,which supports peace,6496,6516
4430,own selfimposed,7633,7648
4430,there is balance,14348,14364
4435,that accompanies pelosis,218,242
4439,you have moment,101,116
4451,who favour prayer,390,407
4451,that lists the defamation,883,908
4451,who include atheists,1874,1894
4451,it emboldens countries,2009,2031
4451,that use blasphemy,2032,2050
4451,what encourages these critics,2079,2108
4451,who oppose the idea,2704,2723
4451,who oversees the project,3022,3046
4451,there was mayhem,5587,5603
4451,that threatens rights,5722,5743
4453,he has this draft,160,177
4480,last asked,2931,2941
4484,that allows the information,2004,2031
4484,broad based,2272,2283
4484,we have plan,2908,2920
4484,us know judth,3213,3226
4498,there is need,208,221
4498,we begin the effort,391,410
4501,there is difference,650,669
4507,you saw what difference,266,289
4507,you visited kyrgyz,561,579
4522,ok making,77,86
4526,someone keep scrapbook,20,42
4532,they accepted compromises,1528,1553
4532,he reaped plaudits,3923,3941
4532,he commanded the forces,4132,4155
4532,he has no rivals,4879,4895
4532,he called the root,5097,5115
4532,that made people,6789,6805
4532,there is chink,7144,7158
4532,who endangered the lives,7535,7559
4532,it induced the court,7619,7639
4534,they want labour,1684,1700
4534,first televised,3624,3639
4534,more tories,3862,3873
4537,effective messaging,723,742
4539,you see the pakistanis,64,86
4539,who lost friends,439,455
4539,we salute the determination,475,502
4539,which organized the voting,718,744
4541,likely going,3,15
4555,ill ask,0,7
4563,entire powersharing,810,829
4563,it obtained concessions,979,1002
4563,their shared future,4090,4109
4563,they said the provinces,4192,4215
4563,we support the devolution,5520,5545
4563,we welcomed the agreement,5586,5611
4563,there are fears,6386,6401
4563,who support the deal,8613,8633
4563,there is some debate,8926,8946
4565,their shared future,870,889
4565,they said the provinces,972,995
4565,we support the devolution,2300,2325
4565,we welcomed the agreement,2366,2391
4565,there are fears,3166,3181
4570,which governed the province,1205,1232
4578,thats mistake,1415,1428
4578,it considered year,2323,2341
4578,us negotiating principles,3294,3319
4578,all obtain peace,4079,4095
4578,it allowed netanyahu,4145,4165
4578,strategic waffling,4373,4391
4578,that include profanity,4842,4864
4579,otherwise ill get,153,170
4579,ill get,163,170
4582,there was discord,1456,1473
4582,there are disagreements,2011,2034
4582,which backed the deal,3142,3163
4582,we welcome the fact,3755,3774
4582,there was acrimony,4639,4657
4582,they said the things,5559,5579
4582,that means the deputy,5797,5818
4582,you need help,6460,6473
4582,you need help,7748,7761
4582,our dating site,12364,12379
4585,you seen this story,5,24
4585,us lacks strategy,63,80
4585,who like others,1137,1152
4585,there was line,3192,3206
4585,that includes the ability,3416,3441
4585,he saw difference,3712,3729
4585,he wrote the memo,4847,4864
4587,who wore cleavage,1876,1893
4589,unionist rivals,2432,2447
4589,they backed the transfer,2873,2897
4589,he said today,3065,3078
4589,there was discord,4592,4609
4589,that affect people,5509,5527
4592,ill keep,130,138
4597,she organized the wednesdays,388,416
4597,we had the privilege,1066,1086
4597,she led the progress,1492,1512
4597,many loving,1624,1635
4597,all find the strength,1840,1861
4599,def getting,304,315
4605,you did the ending,8,26
4615,latest believe,12,26
4618,you need tonic,251,265
4618,great sent,520,530
4622,major antitrafficking,73,94
4633,all seen this summary,276,297
4642,we have nutrition,37,54
4646,all found this months,476,497
4646,there was scream,3961,3977
4653,some say the killers,2780,2800
4653,powerful indulging,2891,2909
4653,it means threats,4729,4745
4653,she said the authorities,4854,4878
4653,jumbled exhaustchoked,6199,6220
4653,there are cases,8682,8697
4653,who accept the conditions,9948,9973
4653,that own maquiladoras,10030,10051
4653,worst fear,13173,13183
4653,she said gonzalezs,13550,13568
4653,we have policy,13978,13992
4653,she left work,15117,15130
4653,she dropped the investigation,15779,15808
4653,he documented signs,16569,16588
4653,that feeds the climate,18540,18562
4653,they have no evidence,19081,19102
4653,who supervised the case,20469,20492
4653,she told salon,21584,21598
4653,more paranoid reflecting,21903,21927
4653,paranoid reflecting,21908,21927
4653,there was any evidence,22339,22361
4653,she frequented strip,23096,23116
4653,she tells salon,24349,24364
4653,you have daughters,24401,24419
4653,alive take,24429,24439
4653,she believes the attempt,24615,24639
4653,their missing daughters,24940,24963
4653,we support the families,25658,25681
4653,now lopez adds,26127,26141
4653,lopez adds,26131,26141
4653,there is monument,26856,26873
4653,he says the victims,27596,27615
4653,he describes the building,27912,27937
4653,which tells the tale,28263,28283
4653,collective filled,28771,28788
4653,collective placed,29045,29062
4653,all have sisters,32423,32439
4658,good antitrafficking,114,134
4658,that send hugs,247,261
4660,tired use,111,120
4660,little happening,649,665
4661,great have,0,10
4662,we find the source,3162,3180
4662,it signified the decline,3342,3366
4662,many fear,3632,3641
4671,us revises tack,31,46
4675,we prepared call,0,16
4682,there are number,266,282
4697,double take,182,193
4701,especially stupid newsmaking,561,589
4701,stupid newsmaking,572,589
4701,we have lot,759,770
4705,there are no announcements,44,70
4705,you see reports,479,494
4705,it conveys desire,644,661
4705,you saw cdms,968,980
4705,hopefully ill reach,1087,1106
4705,ill reach,1097,1106
4706,there is window,1167,1182
4707,best sent,336,345
4708,they explain the show,761,782
4740,there is no teleprompter,198,222
4758,fourth reported,659,674
4760,we traded calls,0,15
4770,many regard,258,269
4770,worth listening,439,454
4770,they behave this way,2487,2507
4770,they have claims,3393,3409
4771,there are some countries,112,136
4783,that included the potential,1090,1117
4785,it shows an annoyance,4198,4219
4791,you have any questions,522,544
4793,he catches flight,51,68
4794,we have calls,100,113
4804,youre line,195,205
4814,you need assistance,110,129
4815,that has representatives,993,1017
4815,there is no reason,1057,1075
4815,other think,1559,1570
4815,there is no order,2629,2646
4815,best regards,3016,3028
4826,sure saw,71,79
4826,there are any leads,787,806
4837,they underscore the imperative,946,976
4837,our continued commitment,980,1004
4840,he tracks lot,505,518
4840,his growing worries,1177,1196
4840,they went the message,2066,2087
4840,there is lot,6745,6757
4840,he used the rest,9493,9509
4840,tough biting,9536,9548
4840,who gained notoriety,9916,9936
4840,that included posters,11461,11482
4840,that contributed documentation,11618,11648
4840,he believed the antichrist,12429,12455
4840,he made no secret,12657,12674
4840,he proclaimed world,13087,13106
4840,he told reporters,13481,13498
4840,he saw moment,13524,13537
4853,great thank,9,20
4863,ordinary working,185,201
4866,dead following,169,183
4871,they discussed preparations,143,170
4871,their shared concern,345,365
4874,they express regret,2698,2717
4874,which showed that mi5,3484,3505
4877,comfortable having,184,202
4877,you b1 14b,203,213
4878,that said davut,281,296
4881,which lavrov ban,49,65
4881,those concerned the quartet,374,401
4881,there is no need,3323,3339
4881,that ends the occupation,4117,4141
4885,ultimate integrated,682,701
4885,own integrated,1166,1180
4886,it said the analysis,1355,1375
4886,that create media,1580,1597
4886,it said the report,2820,2838
4900,we stress the need,1319,1337
4912,you get ques,32,44
4919,there are number,90,106
4928,that ended sudans,462,479
4928,we urge all parties,602,621
4928,we urge all parties,1953,1972
4933,alert talkative,368,383
4933,she received number,499,518
4935,last updated,327,339
4935,he took office,1336,1350
4935,who takes advice,2136,2152
4935,which advises the president,2434,2461
4935,least important says,3362,3382
4935,important says,3368,3382
4935,he appointed geproe,4142,4161
4935,there are lot,5466,5479
4935,it took time,5929,5941
4935,who plays basketball,8966,8986
4935,very close says,9013,9028
4935,close says,9018,9028
4935,that means lot,9640,9654
4942,we have lot,0,11
4943,remote given,1222,1234
4950,theres no mention,134,151
4954,there are number,227,243
4954,us gain ground,1407,1421
4954,they have strategies,2467,2487
4954,you send cable,2561,2575
4960,which claimed the lives,284,307
4967,you do conference,29,46
4971,which mean todays,513,530
4971,that removes limits,581,600
4971,social networking,3170,3187
4971,other pose,4044,4054
4971,permanent split,4562,4577
4971,that censor news,5164,5180
4971,there is no distinction,5245,5268
4971,theres lot,6459,6469
4979,missing posted,161,175
4979,we knew the problem,742,761
4980,you have the time,3,20
4980,he deserves some recognition,215,243
4982,that allows corporations,380,404
4982,he ponders the truth,1006,1026
4982,best explains,1087,1100
4982,his dissenting opinion,1804,1826
4982,he writes this afternoon,1975,1999
4992,that protect restaveks,1685,1707
5001,that owns companies,2264,2283
5002,foreign owned,123,136
5007,spatial planning,522,538
5007,exact written,2731,2744
5007,flexible regarding,2816,2834
5007,they want the bank,3357,3375
5009,first arnendrnpnt,754,771
5012,us law some groups,0,18
5012,low hanging,64,75
5013,you have people,7,22
5026,there was goi,518,531
5049,he announced the freeze,1600,1623
5057,so late afternoonevening,48,72
5057,late afternoonevening,51,72
5060,you like ops,154,166
5064,whoever advised president,387,412
5064,she spent lot,1558,1571
5064,who makes decisions,1878,1897
5064,hes the expert,2036,2050
5064,hes the decider,2051,2066
5064,his planned visit,3395,3412
5064,theres no surer,3589,3604
5064,it made the situation,4361,4382
5064,there is time,4600,4613
5064,many ask,5003,5011
5064,they had support,5772,5788
5064,they reached agreement,5842,5864
5064,we hear time,5929,5941
5065,you leave state,33,48
5075,who need hosp,28,41
5080,she believes the speech,550,573
5088,fyi leaked,29,39
5088,him netanyahus messages,1033,1056
5088,general comes,1257,1270
5088,there is no hunger,2705,2723
5088,theres no shortage,2769,2787
5088,theres no shortage,2796,2814
5088,theres no shortage,2827,2845
5088,there is no hunger,2939,2957
5088,there is problem,3115,3131
5088,public support,4108,4122
5091,anyone elses efforts,42,62
5098,they feel the nation,857,877
5098,who view the election,1676,1697
5098,he gets job,2514,2525
5098,who feel the nation,5154,5173
5098,which covers the end,7357,7377
5098,we have people,7573,7587
5099,many wounded,392,404
5115,that promotes replication,3623,3648
5123,young abused,208,220
5123,unconscionable says,1144,1163
5123,new performancebased,1502,1522
5123,there is no consideration,2473,2498
5123,he made mistake,3174,3189
5123,we did things,3316,3329
5123,theres no way,3688,3701
5123,he sent deuel,3834,3847
5123,theres no scoresheet,3858,3878
5133,which pledges threequarter,478,504
5133,you know this issue,717,736
5133,they give birth,1395,1410
5133,they give birth,3366,3381
5154,he be part,60,70
5160,minor dig,1496,1505
5169,few working,418,429
5169,our doing the gender,1771,1791
5169,it make difference,2094,2112
5180,it makes sense,155,169
5182,there is no progress,705,725
5186,we believe the usg,281,299
5193,he considered any kind,1031,1053
5217,which makes sense,203,220
5217,who ran the home,1923,1939
5217,consistent onduring,2263,2282
5217,that accepts abortion,2517,2538
5217,they want mother,2610,2626
5217,it facilitated any adoptionsi,3703,3732
5217,who answered the phone,3850,3872
5217,she said the sisters,4243,4263
5236,there is no sign,1571,1587
5236,she masks cough,4267,4282
5236,she discusses issues,4660,4680
5236,she pronounces the word,5008,5031
5236,third elected,5476,5489
5236,blue dreadlocked,6402,6418
5236,she emphasises phrase,6830,6851
5236,she tells the hall,9214,9232
5236,she says the election,9380,9401
5236,many believe,9418,9430
5236,thats politics,10074,10088
5236,so ancient think,10213,10229
5236,ancient think,10216,10229
5236,obscure working,14187,14202
5236,she exchanged facts,14299,14318
5236,you have message,15006,15022
5236,she says the push,15615,15632
5236,surprising given,16074,16090
5236,she says another country,18198,18222
5236,most enthuses,18344,18357
5236,understandable given,19307,19327
5236,she expects woman,19366,19383
5236,it happens any chance,19504,19525
5236,whats the idea,20131,20145
5236,that said the thing,21716,21735
5236,she honours politics,22260,22280
5236,good working,24051,24063
5236,that includes review,25495,25515
5236,we face today,26306,26319
5264,it quotes member,1405,1421
5264,it quoted an adviser,1797,1817
5264,who backed mccrystals,2280,2301
5264,other leading,5581,5594
5264,himself saying the president,5723,5751
5264,that questioned mcchrystals,7442,7469
5264,pretty disappointed says,8742,8766
5264,disappointed says,8749,8766
5274,who prizes loyalty,3352,3370
5274,who runs the center,3672,3691
5274,who knows both men,4327,4345
5274,native has,4855,4865
5274,who helped obama,5065,5081
5274,he lacks the range,5904,5922
5277,what found bewildering,1614,1636
5277,least judging,1648,1661
5277,least altered,4592,4605
5277,who runs an aid,5081,5096
5277,fishy called,6516,6528
5277,he had no evidence,6593,6611
5288,general stands,1276,1290
5288,his traveling staff,1323,1342
5288,light lime,1897,1907
5288,mcchrystal felt,2042,2057
5288,whats the update,2204,2220
5288,he adds no one,2929,2943
5288,shortsighted saying,3673,3692
5288,who summoned the general,3790,3814
5288,clear shut,3894,3904
5288,thats the problem,4141,4158
5288,general dismissing,4227,4245
5288,he took office,5451,5465
5288,general wanted,8078,8092
5288,general calling,8208,8223
5288,gigantic mindnumbing,10596,10616
5288,multigenerational nationbuilding,10617,10649
5288,general manages,10786,10801
5288,it jeopardizes the mission,14454,14480
5288,who supports mcchrystal,14551,14574
5288,itself create governance,14598,14622
5288,he made no pretense,19875,19894
5288,he spent hours,21375,21389
5288,he coauthored treatise,23656,23678
5288,very focused says,24086,24103
5288,focused says,24091,24103
5288,he echoed the presidents,24631,24655
5288,that suggested tillman,25249,25271
5288,him inspect the prison,26550,26572
5288,mcchrystal prepared,26807,26826
5288,he gets briefings,27482,27499
5288,he carries custommade,27541,27562
5288,there are no limits,27689,27708
5288,you fucking muscleheads,29036,29059
5288,theres talk,30960,30971
5288,who asked mcchrystal,31833,31853
5288,least do,32192,32200
5288,it makes sense,34716,34730
5288,tense ask,35139,35148
5288,well mcchrystal begins,35251,35273
5288,mcchrystal begins,35256,35273
5288,he tells the men,35521,35537
5288,he makes coin,35753,35766
5288,mcchrystal tries,36121,36137
5288,mcchrystal says,36613,36628
5288,thats the way,37354,37367
5288,mcchrystal says,37381,37396
5288,them acknowledging the death,37613,37641
5288,theres no way,37656,37669
5288,who pose no threat,38723,38741
5288,they mention the word,39730,39751
5288,there is no mention,39791,39810
5288,there is no definition,40827,40849
5288,recognizable says,40900,40917
5288,thats the game,41043,41057
5288,theres possibility,41880,41898
5288,we see success,41958,41972
5288,our supposed ally,44051,44068
5288,worse throwing,44213,44227
5288,there is reason,44719,44734
5296,you get royalties,50,67
5311,worth reading,22,35
5311,particularly worth noting,96,121
5311,worth noting,109,121
5319,thats problem,150,163
5322,he filed this report,492,512
5324,he reached the conclusion,69,94
5352,we sent the paper,0,17
5352,it assuming tanner,96,114
5355,there is merit,263,277
5356,valuable coming,130,145
5356,almost unique remember,664,686
5356,unique remember,671,686
5356,it moved the graph,1028,1046
